run_name,experiment,proportion,model_size,seed,variant,n_params,max_steps,corpus_eval_legacy_file,corpus_eval_full_file,paired_eval_file,paired_eval_family,legacy_correct_loss,legacy_incorrect_loss,legacy_delta_loss,legacy_prefers,full_correct_loss,full_incorrect_loss,full_delta_loss,full_prefers,pair_accuracy,paired_delta,paired_sum_accuracy,paired_sum_delta,paired_length_matched_accuracy,paired_length_matched_delta,paired_completion_len_correct_mean,paired_completion_len_incorrect_mean,n_pairs,wilcoxon_p
world_multialt16_50_50_tiny_seed45,world_multialt,0.5,tiny,45,16,3508736,5000,,,eval_paired.json,standard,,,,,,,,,0.5962,0.033876931807398813,,,,,,,5000,6.016166528135085e-59
world_multialt2_50_50_tiny_seed42,world_multialt,0.5,tiny,42,2,3508736,5000,,,eval_paired.json,standard,,,,,,,,,0.381,0.004576470255851839,,,,,,,5000,1.0
world_multialt2_50_50_tiny_seed43,world_multialt,0.5,tiny,43,2,3508736,5000,,,eval_paired.json,standard,,,,,,,,,0.4084,0.013791277799010238,,,,,,,5000,1.0
world_multialt2_50_50_tiny_seed44,world_multialt,0.5,tiny,44,2,3508736,5000,,,eval_paired.json,standard,,,,,,,,,0.4184,0.015106336277723287,,,,,,,5000,1.0
world_multialt2_50_50_tiny_seed45,world_multialt,0.5,tiny,45,2,3508736,5000,,,eval_paired.json,standard,,,,,,,,,0.3834,-0.006182316780090402,,,,,,,5000,1.0
world_multialt4_50_50_tiny_seed42,world_multialt,0.5,tiny,42,4,3508736,5000,,,eval_paired.json,standard,,,,,,,,,0.4802,0.008639781680703118,,,,,,,5000,0.9600957662746815
world_multialt4_50_50_tiny_seed43,world_multialt,0.5,tiny,43,4,3508736,5000,,,eval_paired.json,standard,,,,,,,,,0.4932,0.017020912003517186,,,,,,,5000,0.04372569639763766
world_multialt4_50_50_tiny_seed44,world_multialt,0.5,tiny,44,4,3508736,5000,,,eval_paired.json,standard,,,,,,,,,0.4968,0.009440549582243052,,,,,,,5000,0.34392531521066194
world_multialt4_50_50_tiny_seed45,world_multialt,0.5,tiny,45,4,3508736,5000,,,eval_paired.json,standard,,,,,,,,,0.5356,0.026922647538781153,,,,,,,5000,2.8147510642338836e-09
world_multialt8_50_50_tiny_seed42,world_multialt,0.5,tiny,42,8,3508736,5000,,,eval_paired.json,standard,,,,,,,,,0.5342,0.028604450961947414,,,,,,,5000,7.019846166331419e-17
world_multialt8_50_50_tiny_seed43,world_multialt,0.5,tiny,43,8,3508736,5000,,,eval_paired.json,standard,,,,,,,,,0.5156,0.01736906168758867,,,,,,,5000,1.2183226486228932e-06
world_multialt8_50_50_tiny_seed44,world_multialt,0.5,tiny,44,8,3508736,5000,,,eval_paired.json,standard,,,,,,,,,0.4842,0.008097265768051143,,,,,,,5000,0.5061884401423176
world_multialt8_50_50_tiny_seed45,world_multialt,0.5,tiny,45,8,3508736,5000,,,eval_paired.json,standard,,,,,,,,,0.5218,0.023803201821446462,,,,,,,5000,3.824333095241472e-08
world_random_50_50_tiny_seed42,world_random,0.5,tiny,42,,3508736,5000,eval_perplexity.json,,eval_paired.json,standard,0.7299582552909851,0.7565337347984314,0.02657547950744632,correct,,,,,0.5718,0.02464287533249665,0.7228,0.19904795918464657,0.7234,0.0013735461207650124,71.5556,69.902,5000,1.5180589088947929e-58
world_random_50_50_tiny_seed43,world_random,0.5,tiny,43,,3508736,5000,eval_perplexity.json,,eval_paired.json,standard,0.6922956943511963,0.7301382553577423,0.03784256100654604,correct,,,,,0.603,0.04889917770279262,0.7782,1.7273968438148515,0.7782,0.026865650169676125,71.5556,69.902,5000,1.1403889897075397e-125
world_random_50_50_tiny_seed44,world_random,0.5,tiny,44,,3508736,5000,eval_perplexity.json,,eval_paired.json,standard,0.7050921738147735,0.7349205708503723,0.029828397035598808,correct,,,,,0.5572,0.03281249934519004,0.7626,0.6387435306072291,0.7622,0.007777527942250173,71.5556,69.902,5000,3.020909546080903e-48
world_random_50_50_tiny_seed45,world_random,0.5,tiny,45,,3508736,5000,eval_perplexity.json,,eval_paired.json,standard,0.7128035080432892,0.7441016638278961,0.03129815578460693,correct,,,,,0.5744,0.029492884247196094,0.765,0.6408839532375339,0.765,0.008825268419189847,71.5556,69.902,5000,1.997087027922059e-70
